영화대표코드,제목,개봉일,해당일자 상영작 대비 해당영화 매출비율,누적 매출액,누적 관객수,상영시작일,상영종료일,상영연도,상영월,지역
20219628,정직한 후보2,2022-09-28,3.3,220751342,25774,2022-10-17,2022-10-23,2022,10,강원도
20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,1.1,242276404,25712,2022-11-14,2022-11-20,2022,11,강원도
20179462,위대한 쇼맨,2017-12-20,0.6,193460080,25620,2020-06-29,2020-07-05,2020,"6, 7",강원도
20177946,월요일이 사라졌다,2018-02-22,1.6,202300400,25549,2018-03-12,2018-03-18,2018,3,강원도
20197122,1947 보스톤,2023-09-27,0.8,217290440,25548,2023-11-06,2023-11-12,2023,11,강원도
20168323,염력,2018-01-31,6.9,184756800,25479,2018-02-05,2018-02-11,2018,2,강원도
20218391,보스 베이비 2,2021-07-21,1.5,202140330,25301,2021-08-16,2021-08-22,2021,8,강원도
20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,0.5,235828459,25246,2023-06-05,2023-06-11,2023,6,강원도
20170942,인랑,2018-07-25,1.4,181415400,25182,2018-07-30,2018-08-05,2018,"7, 8",강원도
20217905,데시벨,2022-11-16,0.3,223836673,25046,2022-12-12,2022-12-18,2022,12,강원도
20205144,미나리,2021-03-03,0.5,200894740,24680,2021-05-24,2021-05-30,2021,5,강원도
20184903,오션스8,2018-06-13,0.5,201682100,24503,2018-07-02,2018-07-08,2018,7,강원도
20212725,신비한 동물들과 덤블도어의 비밀,2022-04-13,0.2,232687560,23897,2022-05-16,2022-05-22,2022,5,강원도
20181443,스카이스크래퍼,2018-07-11,0.9,186112900,23500,2018-07-23,2018-07-29,2018,7,강원도
20191061,007 노 타임 투 다이,2021-09-29,1.0,211388080,23475,2021-10-25,2021-10-31,2021,10,강원도
20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,1.1,163136600,23452,2017-12-25,2017-12-31,2017,12,강원도
20169348,대립군,2017-05-31,0.7,160395800,23205,2017-06-19,2017-06-25,2017,6,강원도
20177005,레슬러,2018-05-09,1.8,177579700,22835,2018-05-21,2018-05-27,2018,5,강원도
20186501,극장판 헬로카봇 : 백악기 시대,2018-08-01,0.6,160785700,22761,2018-08-13,2018-08-19,2018,8,강원도
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,0.5,156430500,22570,2018-08-06,2018-08-12,2018,8,강원도
20235030,프레디의 피자가게,2023-11-15,0.5,202784077,21902,2023-12-11,2023-12-17,2023,12,강원도
20192696,발신제한,2021-06-23,1.2,195525630,21893,2021-07-19,2021-07-25,2021,7,강원도
20192401,포드 V 페라리,2019-12-04,0.4,176000660,21727,2019-12-23,2019-12-29,2019,12,강원도
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1.6,162543900,21597,2017-05-29,2017-06-04,2017,"5, 6",강원도
20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,0.7,148286010,21011,2019-05-13,2019-05-19,2019,5,강원도
20247783,혹성탈출: 새로운 시대,2024-05-08,1.7,190462090,20840,2024-05-27,2024-06-02,2024,"5, 6",강원도
20218764,씽2게더,2022-01-05,1.7,175105880,20821,2022-02-14,2022-02-20,2022,2,강원도
20224109,장화신은 고양이: 끝내주는 모험,2023-01-04,2.7,178531575,20773,2023-01-30,2023-02-05,2023,"1, 2",강원도
20235735,아쿠아맨과 로스트 킹덤,2023-12-20,1.2,189973341,20586,2024-01-08,2024-01-14,2024,1,강원도
20156554,물괴,2018-09-12,0.4,158892300,20508,2018-09-24,2018-09-30,2018,9,강원도
20232273,인디아나 존스: 운명의 다이얼,2023-06-28,2.2,176630461,20465,2023-07-10,2023-07-16,2023,7,강원도
20196655,존 윅 3: 파라벨룸,2019-06-26,1.7,160629450,20252,2019-07-08,2019-07-14,2019,7,강원도
20198323,레드슈즈,2019-07-25,0.6,139001610,20217,2019-08-12,2019-08-18,2019,8,강원도
20194403,킹스맨: 퍼스트 에이전트,2021-12-22,0.8,190619840,20210,2022-01-24,2022-01-30,2022,1,강원도
20218364,랑종,2021-07-14,0.5,199907780,20205,2021-08-02,2021-08-08,2021,8,강원도
20177537,상류사회,2018-08-29,2.3,155997050,20189,2018-09-10,2018-09-16,2018,9,강원도
20196657,맨 인 블랙: 인터내셔널,2019-06-12,0.6,160107900,20138,2019-06-24,2019-06-30,2019,6,강원도
20217736,컨저링3: 악마가 시켰다,2021-06-03,1.8,191467730,20049,2021-06-28,2021-07-04,2021,"6, 7",강원도
20182387,엑스맨: 다크 피닉스,2019-06-05,0.4,155169750,19418,2019-06-17,2019-06-23,2019,6,강원도
20170443,스타워즈: 라스트 제다이,2017-12-14,0.8,149893300,19217,2017-12-25,2017-12-31,2017,12,강원도
20240983,명탐정 코난: 100만 달러의 펜타그램,2024-07-17,1.7,175787823,19146,2024-08-05,2024-08-11,2024,8,강원도
20208962,대외비,2023-03-01,3.2,176870204,19121,2023-03-13,2023-03-19,2023,3,강원도
20208911,탈출: 프로젝트 사일런스,2024-07-12,0.7,164285901,19085,2024-07-29,2024-08-04,2024,"7, 8",강원도
20232025,트랜스포머: 비스트의 서막,2023-06-06,1.4,175325254,18785,2023-06-19,2023-06-25,2023,6,강원도
20232536,명탐정코난: 흑철의 어영,2023-07-20,0.7,172942991,18678,2023-08-07,2023-08-13,2023,8,강원도
20192240,작은 아씨들,2020-02-12,4.7,146301120,18533,2020-03-16,2020-03-22,2020,3,강원도
20188421,미스터 주: 사라진 VIP,2020-01-22,1.1,142899960,18427,2020-02-03,2020-02-09,2020,2,강원도
20185985,광대들: 풍문조작단,2019-08-21,1.6,133236120,18266,2019-09-02,2019-09-08,2019,9,강원도
20196264,유체이탈자,2021-11-24,0.3,159461120,18088,2021-12-20,2021-12-26,2021,12,강원도
20200474,기적,2021-09-15,0.2,152516210,17977,2021-11-08,2021-11-14,2021,11,강원도
20190273,천로역정: 천국을 찾아서,2019-06-13,0.6,121129270,17941,2019-07-22,2019-07-28,2019,7,강원도
20204261,콰이어트 플레이스 2,2021-06-16,1.1,167747140,17881,2021-07-12,2021-07-18,2021,7,강원도
20226489,리바운드,2023-04-05,0.4,160647735,17809,2023-05-01,2023-05-07,2023,5,강원도
20226886,블랙 아담,2022-10-19,1.4,166311958,17807,2022-11-07,2022-11-13,2022,11,강원도
20214823,유령,2023-01-18,3.9,161341834,17792,2023-02-06,2023-02-12,2023,2,강원도
20198429,자백,2022-10-26,2.3,162853584,17598,2022-11-14,2022-11-20,2022,11,강원도
20189067,미쓰백,2018-10-11,1.7,138296050,17508,2018-10-29,2018-11-04,2018,"10, 11",강원도
20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,0.2,152343460,17485,2022-07-04,2022-07-10,2022,7,강원도
20192399,1917,2020-02-19,3.4,141068780,17225,2020-05-04,2020-05-10,2020,5,강원도
20183813,결백,2020-06-10,0.7,150132240,17208,2020-07-13,2020-07-19,2020,7,강원도
20232180,스파이더맨: 어크로스 더 유니버스,2023-06-21,0.5,162563502,17168,2023-07-17,2023-07-23,2023,7,강원도
20205106,압꾸정,2022-11-30,0.9,144555309,17116,2022-12-12,2022-12-18,2022,12,강원도
20171090,베이비 드라이버,2017-09-14,1.5,126688400,17088,2017-09-25,2017-10-01,2017,"9, 10",강원도
20151227,아빠는 딸,2017-04-12,0.3,127859200,17025,2017-05-01,2017-05-07,2017,5,강원도
20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,0.4,167834600,16929,2024-07-01,2024-07-07,2024,7,강원도
20161744,트롤,2017-02-16,0.8,124664500,16874,2017-03-06,2017-03-12,2017,3,강원도
20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,7.9,129928200,16723,2017-04-03,2017-04-09,2017,4,강원도
20210864,엔칸토: 마법의 세계,2021-11-24,0.3,138014520,16722,2021-12-27,2022-01-02,2021,"1, 12",강원도
20198598,명탐정 피카츄,2019-05-09,1.4,128349410,16717,2019-05-20,2019-05-26,2019,5,강원도
20190280,날씨의 아이,2019-10-30,4.0,132694040,16658,2020-05-25,2020-05-31,2020,5,강원도
20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1.8,117149000,16610,2019-09-16,2019-09-22,2019,9,강원도
20188441,킹메이커,2022-01-26,0.8,144728600,16588,2022-02-28,2022-03-06,2022,"2, 3",강원도
20231839,인어공주,2023-05-24,1.6,150571452,16580,2023-06-05,2023-06-11,2023,6,강원도
20178126,인시디어스4: 라스트 키,2018-01-31,0.6,122581800,16479,2018-02-12,2018-02-18,2018,2,강원도
20182421,그린치,2018-12-19,4.6,109606350,16263,2018-12-24,2018-12-30,2018,12,강원도
20183584,메가로돈,2018-08-15,0.5,125007200,16139,2018-08-27,2018-09-02,2018,"8, 9",강원도
20199882,경관의 피,2022-01-05,0.3,147588100,16132,2022-01-31,2022-02-06,2022,"1, 2",강원도
20177181,47 미터,2017-07-19,0.2,122613900,16098,2017-07-31,2017-08-06,2017,"7, 8",강원도
20174585,메리와 마녀의 꽃,2017-12-07,0.9,110284800,15985,2017-12-18,2017-12-24,2017,12,강원도
20235034,더 마블스,2023-11-08,1.8,142060424,15908,2023-11-20,2023-11-26,2023,11,강원도
20185161,나를 찾아줘,2019-11-27,3.7,116264000,15774,2019-12-02,2019-12-08,2019,12,강원도
20177104,페르디난드,2018-01-03,0.7,104381100,15753,2018-01-15,2018-01-21,2018,1,강원도
20200246,부활: 그 증거,2020-10-08,0.9,119389140,15716,2021-06-21,2021-06-27,2021,6,강원도
20192721,캣츠,2019-12-24,1.2,119763800,15665,2019-12-30,2020-01-05,2019,"1, 12",강원도
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,2.6,114483760,15646,2019-02-04,2019-02-10,2019,2,강원도
20178581,오리엔트 특급 살인,2017-11-29,1.1,111174600,15505,2017-12-11,2017-12-17,2017,12,강원도
20211937,귀공자,2023-06-21,1.0,142154687,15421,2023-07-10,2023-07-16,2023,7,강원도
20199951,애나벨 집으로,2019-06-26,1.4,117027360,15100,2019-07-08,2019-07-14,2019,7,강원도
20190324,3일의 휴가,2023-12-06,0.4,130376491,15079,2023-12-25,2023-12-31,2023,12,강원도
20188462,감쪽같은 그녀,2019-12-04,1.0,110182720,15025,2019-12-16,2019-12-22,2019,12,강원도
20170513,동네사람들,2018-11-07,0.9,112583450,14989,2018-11-19,2018-11-25,2018,11,강원도
20191143,원더랜드,2024-06-05,0.3,127410540,14926,2024-07-01,2024-07-07,2024,7,강원도
20192804,그것: 두 번째 이야기,2019-09-04,0.5,123532380,14912,2019-09-16,2019-09-22,2019,9,강원도
20161084,패신저스,2017-01-04,4.4,115673800,14790,2017-01-09,2017-01-15,2017,1,강원도
20196244,샤잠!,2019-04-03,8.6,118322610,14728,2019-04-08,2019-04-14,2019,4,강원도
20212973,더 배트맨,2022-03-01,2.5,141593730,14709,2022-03-28,2022-04-03,2022,"3, 4",강원도
20168688,레지던트 이블: 파멸의 날,2017-01-25,4.7,116690400,14686,2017-01-30,2017-02-05,2017,"1, 2",강원도
20186321,퍼스트맨,2018-10-18,9.6,119761650,14650,2018-10-22,2018-10-28,2018,10,강원도
20197283,이스케이프 룸,2019-03-14,0.7,124434020,14622,2019-03-25,2019-03-31,2019,3,강원도
20181561,덕구,2018-04-05,0.5,103789200,14609,2018-05-14,2018-05-20,2018,5,강원도
20211200,언차티드,2022-02-16,1.1,131123050,14527,2022-03-14,2022-03-20,2022,3,강원도
20225190,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,0.6,117945239,14363,2022-08-15,2022-08-21,2022,8,강원도
20224598,동감,2022-11-16,1.7,128265882,14205,2022-11-28,2022-12-04,2022,"11, 12",강원도
20223278,극장판 주술회전 0,2022-02-17,3.0,136475500,14181,2022-04-11,2022-04-17,2022,4,강원도
20175522,카3: 새로운 도전,2017-07-13,0.6,95503200,14161,2017-07-24,2017-07-30,2017,7,강원도
20215850,고질라 VS. 콩,2021-03-25,1.4,126760320,14098,2021-04-19,2021-04-25,2021,4,강원도
20180564,툼레이더,2018-03-08,1.1,106795200,13958,2018-03-19,2018-03-25,2018,3,강원도
20181788,콰이어트 플레이스,2018-04-12,0.8,112687000,13858,2018-04-23,2018-04-29,2018,4,강원도
20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,2.1,166265900,13795,2023-03-20,2023-03-26,2023,3,강원도
20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,3.7,111737360,13777,2020-03-16,2020-03-22,2020,3,강원도
20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1.1,100313000,13571,2018-01-01,2018-01-07,2018,1,강원도
20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,0.6,121319071,13541,2023-01-09,2023-01-15,2023,1,강원도
20203286,강릉,2021-11-10,4.7,125904350,13170,2021-11-22,2021-11-28,2021,11,강원도
20161665,스머프: 비밀의 숲,2017-04-28,0.9,89662000,13025,2017-05-08,2017-05-14,2017,5,강원도
20171817,넛잡 2,2017-10-03,3.1,89861400,12984,2017-10-09,2017-10-15,2017,10,강원도
20205986,연애 빠진 로맨스,2021-11-24,0.3,121744680,12853,2022-01-31,2022-02-06,2022,"1, 2",강원도
20182352,"그날, 바다",2018-04-12,0.6,103332600,12823,2018-05-07,2018-05-13,2018,5,강원도
20176082,몬스터 패밀리,2017-12-21,0.8,84758400,12768,2018-01-01,2018-01-07,2018,1,강원도
20247811,콰이어트 플레이스: 첫째 날,2024-06-26,1.5,113897301,12727,2024-07-08,2024-07-14,2024,7,강원도
20154908,7년의 밤,2018-03-28,3.7,90911900,12721,2018-04-02,2018-04-08,2018,4,강원도
20249733,사랑의 하츄핑,2024-08-07,15.3,105541280,12684,2024-08-05,2024-08-11,2024,8,강원도
20161762,반드시 잡는다,2017-11-29,1.0,86608800,12682,2017-12-11,2017-12-17,2017,12,강원도
20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,0.8,83597100,12587,2017-01-16,2017-01-22,2017,1,강원도
20234045,설계자,2024-05-29,0.6,100833182,12554,2024-06-10,2024-06-16,2024,6,강원도
20194456,양자물리학,2019-09-25,3.0,95192570,12447,2019-09-30,2019-10-06,2019,"9, 10",강원도
20184482,국제수사,2020-09-29,2.3,100940430,12407,2020-10-12,2020-10-18,2020,10,강원도
20191243,장르만 로맨스,2021-11-17,2.0,111874940,12347,2021-12-06,2021-12-12,2021,12,강원도
20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,1.5,103540578,12318,2024-01-01,2024-01-07,2024,1,강원도
20196670,나쁜 녀석들: 포에버,2020-01-15,0.6,97603980,12287,2020-01-27,2020-02-02,2020,"1, 2",강원도
20171024,너의 췌장을 먹고 싶어,2017-10-25,1.5,96199600,12203,2017-11-13,2017-11-19,2017,11,강원도
20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,1.4,112042552,12153,2024-04-15,2024-04-21,2024,4,강원도
20190299,이상한 나라의 수학자,2022-03-09,0.5,103984340,12111,2022-04-11,2022-04-17,2022,4,강원도
20211472,늑대사냥,2022-09-21,2.0,116359052,12002,2022-10-03,2022-10-09,2022,10,강원도
20174369,변산,2018-07-04,1.1,91746500,11987,2018-07-16,2018-07-22,2018,7,강원도
20231971,플래시,2023-06-14,1.1,113115330,11957,2023-06-26,2023-07-02,2023,"6, 7",강원도
20197863,침입자,2020-06-04,0.8,105534460,11907,2020-06-29,2020-07-05,2020,"6, 7",강원도
20225237,명탐정 코난: 할로윈의 신부,2022-07-13,0.6,113830399,11827,2022-08-01,2022-08-07,2022,8,강원도
20167903,원더풀 고스트,2018-09-26,1.7,98705100,11824,2018-10-01,2018-10-07,2018,10,강원도
20235596,트롤: 밴드 투게더,2023-12-20,2.4,100009256,11817,2024-01-01,2024-01-07,2024,1,강원도
20199842,인비저블맨,2020-02-26,3.9,98007020,11662,2020-04-13,2020-04-19,2020,4,강원도
20200622,소년들,2023-11-01,0.5,102959452,11652,2023-11-20,2023-11-26,2023,11,강원도
20218935,더 문,2023-08-02,0.3,102120743,11632,2023-08-21,2023-08-27,2023,8,강원도
20183238,스파이더맨: 뉴 유니버스,2018-12-12,2.1,85167800,11625,2018-12-17,2018-12-23,2018,12,강원도
20233014,타겟,2023-08-30,3.9,100903767,11489,2023-09-11,2023-09-17,2023,9,강원도
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,0.1,81324900,11450,2017-08-07,2017-08-13,2017,8,강원도
20163580,그레이트 월,2017-02-15,4.0,97516200,11267,2017-02-20,2017-02-26,2017,2,강원도
20198430,나이브스 아웃,2019-12-04,0.5,93815500,11215,2021-01-18,2021-01-24,2021,1,강원도
20158047,발레리안: 천 개 행성의 도시,2017-08-30,3.3,80427300,11115,2017-09-04,2017-09-10,2017,9,강원도
20173202,버닝,2018-05-17,0.3,92619800,10988,2018-06-04,2018-06-10,2018,6,강원도
20232778,인시디어스: 빨간 문,2023-07-19,1.0,109271552,10950,2023-07-31,2023-08-06,2023,"7, 8",강원도
20171381,라이프,2017-04-05,1.6,85682100,10886,2017-04-17,2017-04-23,2017,4,강원도
20170124,명탐정 코난:진홍의 연가,2017-08-02,1.2,79355200,10877,2017-08-07,2017-08-13,2017,8,강원도
20198461,리멤버,2022-10-26,0.3,92197809,10790,2022-11-21,2022-11-27,2022,11,강원도
20164424,대장 김창수,2017-10-19,0.5,72915500,10696,2017-10-30,2017-11-05,2017,"10, 11",강원도
20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,0.5,75571500,10687,2019-01-21,2019-01-27,2019,1,강원도
20151230,원라인,2017-03-29,0.7,77925900,10674,2017-04-10,2017-04-16,2017,4,강원도
20235583,인투 더 월드,2024-01-10,2.4,83128000,10622,2024-01-29,2024-02-04,2024,"1, 2",강원도
20210364,탄생,2022-11-30,0.3,85260677,10622,2022-12-19,2022-12-25,2022,12,강원도
20179281,컨택트,2017-02-02,4.2,81542900,10555,2017-02-06,2017-02-12,2017,2,강원도
20183773,장난스런 키스,2019-03-27,2.9,87699410,10553,2019-04-15,2019-04-21,2019,4,강원도
20167716,트리플 엑스 리턴즈,2017-02-08,2.7,82659900,10499,2017-02-13,2017-02-19,2017,2,강원도
20192300,스파이 지니어스 ,2020-01-22,1.0,77674860,10474,2020-02-03,2020-02-09,2020,2,강원도
20182544,글래스,2019-01-17,2.4,85519380,10419,2019-01-21,2019-01-27,2019,1,강원도
20192982,애드 아스트라,2019-09-19,0.3,82573000,10350,2019-09-30,2019-10-06,2019,"9, 10",강원도
20231415,소풍,2024-02-07,0.4,87104655,10347,2024-06-24,2024-06-30,2024,6,강원도
20189843,호두까기 인형과 4개의 왕국,2018-12-06,5.3,81632200,10303,2018-12-10,2018-12-16,2018,12,강원도
20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,2.5,76634000,10267,2018-02-19,2018-02-25,2018,2,강원도
20195462,스타워즈: 라이즈 오브 스카이워커,2020-01-08,3.8,82468120,10265,2020-01-13,2020-01-19,2020,1,강원도
20167902,보통사람,2017-03-23,4.3,71591100,10251,2017-03-27,2017-04-02,2017,"3, 4",강원도
20227626,화란,2023-10-11,1.1,87282510,10230,2023-10-23,2023-10-29,2023,10,강원도
20169643,침묵,2017-11-02,5.1,74308700,10201,2017-11-06,2017-11-12,2017,11,강원도
20234281,더 넌 2,2023-09-27,4.3,103175092,10029,2023-10-09,2023-10-15,2023,10,강원도
20193706,카운트,2023-02-22,1.5,89743974,10002,2023-03-06,2023-03-12,2023,3,강원도
20212668,도그데이즈,2024-02-07,1.0,83502096,9991,2024-02-19,2024-02-25,2024,2,강원도
20173961,킹 아서: 제왕의 검,2017-05-17,2.2,75152700,9899,2017-05-22,2017-05-28,2017,5,강원도
20193665,47미터 2,2019-08-28,4.4,76010380,9898,2019-09-02,2019-09-08,2019,9,강원도
20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,2.0,76051900,9847,2018-10-15,2018-10-21,2018,10,강원도
20159647,리얼,2017-06-28,1.2,66141500,9817,2017-07-03,2017-07-09,2017,7,강원도
20192354,특송,2022-01-12,0.9,84275130,9800,2022-01-31,2022-02-06,2022,"1, 2",강원도
20187427,명탐정 코난 : 제로의 집행인,2018-08-08,1.2,73567900,9733,2018-08-13,2018-08-19,2018,8,강원도
20204431,모비우스,2022-03-30,1.5,88619720,9680,2022-04-18,2022-04-24,2022,4,강원도
20224270,배드 가이즈,2022-05-04,0.2,80669520,9594,2022-05-23,2022-05-29,2022,5,강원도
20197279,아담스 패밀리,2019-11-07,4.3,66448620,9580,2019-11-11,2019-11-17,2019,11,강원도
20195915,해피 데스데이 2 유,2019-02-14,2.6,76513460,9516,2019-02-18,2019-02-24,2019,2,강원도
20183084,피터 래빗,2018-05-16,1.6,65825800,9493,2018-05-28,2018-06-03,2018,"5, 6",강원도
20202247,싱글 인 서울,2023-11-29,0.3,79865949,9305,2023-12-18,2023-12-24,2023,12,강원도
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,1.1,76175860,9274,2020-02-17,2020-02-23,2020,2,강원도
20154907,희생부활자,2017-10-12,3.2,67069900,9270,2017-10-16,2017-10-22,2017,10,강원도
20177541,아메리칸 메이드,2017-09-14,0.4,67897700,9203,2017-09-25,2017-10-01,2017,"9, 10",강원도
20192567,원더 우먼 1984,2020-12-23,0.3,79838790,9190,2021-01-25,2021-01-31,2021,1,강원도
20199541,미션 파서블,2021-02-17,3.7,83071420,9167,2021-03-08,2021-03-14,2021,3,강원도
20173301,"서서평, 천천히 평온하게",2017-04-26,0.2,42574000,9126,2017-07-24,2017-07-30,2017,7,강원도
20176562,예수는 역사다,2017-07-13,0.3,57660900,9047,2017-07-31,2017-08-06,2017,"7, 8",강원도
20178641,빅풋 주니어,2017-08-09,1.5,54644800,9035,2017-08-14,2017-08-20,2017,8,강원도
